央视频道,#genre#
东方财经,http://192.168.50.1:8686/rtp/225.1.1.247:5002
CHC家庭电影,http://192.168.50.1:8686/rtp/225.1.1.213:5002
CHC高清电影,http://192.168.50.1:8686/rtp/225.1.1.214:5002
CHC动作电影,http://192.168.50.1:8686/rtp/225.1.1.215:5002
北京卫视4K,http://192.168.50.1:8686/rtp/225.1.2.206:5002
天津新闻,http://192.168.50.1:8686/rtp/225.1.1.130:5002
天津文艺,http://192.168.50.1:8686/rtp/225.1.1.131:5002
天津影视,http://192.168.50.1:8686/rtp/225.1.1.149:5002
天津都市,http://192.168.50.1:8686/rtp/225.1.1.128:5002
天津体育,http://192.168.50.1:8686/rtp/225.1.1.122:5002
天津教育,http://192.168.50.1:8686/rtp/225.1.1.129:5002
天津文旅,http://192.168.50.1:8686/rtp/225.1.2.123:5002
天津家居,http://192.168.50.1:8686/rtp/225.1.1.243:5002
金鹰纪实,http://192.168.50.1:8686/rtp/225.1.1.124:5002
欢笑剧场,http://192.168.50.1:8686/rtp/225.1.1.139:5002
金鹰卡通,http://192.168.50.1:8686/rtp/225.1.2.236:5002
体育,http://192.168.50.1:8686/rtp/225.1.1.106:5002
精彩影视,http://192.168.50.1:8686/rtp/225.1.1.141:5002
都市剧场,http://192.168.50.1:8686/rtp/225.1.1.146:5002
生活时尚,http://192.168.50.1:8686/rtp/225.1.1.143:5002
陶瓷,http://192.168.50.1:8686/rtp/225.1.2.189:5002
动漫秀场,http://192.168.50.1:8686/rtp/225.1.1.134:5002
金色学堂,http://192.168.50.1:8686/rtp/225.1.1.236:5002
法制天地,http://192.168.50.1:8686/rtp/225.1.1.237:5002
快乐垂钓,http://192.168.50.1:8686/rtp/225.1.2.18:5002
乒羽,http://192.168.50.1:8686/rtp/225.1.2.1:5002
茶频道,http://192.168.50.1:8686/rtp/225.1.2.19:5002
梨园,http://192.168.50.1:8686/rtp/225.1.2.104:5002
文物宝库,http://192.168.50.1:8686/rtp/225.1.2.105:5002
武术世界,http://192.168.50.1:8686/rtp/225.1.2.129:5002
